Check Number   Amount         Running Total
476298         3438.0         673,062.78
476299         2675.0         675,737.78
476303         300.0          676,037.78
476310         3812.46        679,850.24
476311         200.0          680,050.24
476312         4495.07        684,545.31
476313         9000.0         693,545.31
476323         8733.14        702,278.45
476353         375.0          702,653.45
476360         8200.0         710,853.45
476381         4918.17        715,771.62
476409         1658.07        717,429.69
476417         3000.0         720,429.69
476432         2500.0         722,929.69
476443         1115.3         724,044.99
476446         5331.1         729,376.09
476447         11000.0        740,376.09
476451         200.9          740,576.99
476455         474.96         741,051.95
476456         44.84          741,096.79
476459         36.68          741,133.47
476461         45.63          741,179.10
476464         16.69          741,195.79
476466         271.97         741,467.76
476467         35.0           741,502.76
476469         1832.19        743,334.95
476472         55.64          743,390.59
476478         87.81          743,478.40
476482         875.53         744,353.93
476484         5.0            744,358.93
476496         44.14          744,403.07
476498         100.0          744,503.07
476499         136.95         744,640.02
476501         75.64          744,715.66
476502         144.41         744,860.07
476503         58.81          744,918.88
476505         7.48           744,926.36
476506         9.55           744,935.91
476508         339.02         745,274.93
476509         386.24         745,661.17
476526         194.67         745,855.84
476530         152.06         746,007.90
476534         36.0           746,043.90
476536         45.0           746,088.90
476537         41.68          746,130.58
476539         67.0           746,197.58
476540         114.3          746,311.88
476541         23.31          746,335.19
476545         47.14          746,382.33
476547         99.75          746,482.08
476548         31.28          746,513.36
476549         49.75          746,563.11
476553         60.33          746,623.44
476554         178.73         746,802.17
476556         320.0          747,122.17
476557         68.33          747,190.50
476559         294.25         747,484.75
476560         50.0           747,534.75
476561         99.0           747,633.75
476562         189.9          747,823.65
476563         408.18         748,231.83
476565         18.39          748,250.22
476577         2000.0         750,250.22
476578         3748.98        753,999.20
476579         5000.0         758,999.20
476581         4584.1         763,583.30
476582         25000.0        788,583.30
476583         7450.0         796,033.30
476584         500.0          796,533.30
476585         1000.0         797,533.30
476586         23221.23       820,754.53
476587         4000.0         824,754.53
476588         3887.0         828,641.53
476589         3891.88        832,533.41
476590         2843.96        835,377.37
476591         5936.8         841,314.17
476592         2700.0         844,014.17
476594         3799.0         847,813.17
476595         3900.0         851,713.17
476596         2500.0         854,213.17
476597         2600.0         856,813.17
476598         4290.25        861,103.42
476599         749.46         861,852.88
476601         6000.0         867,852.88
476602         1500.0         869,352.88
476603         1198.78        870,551.66
476604         3600.0         874,151.66
476605         6000.0         880,151.66
476606         2400.0         882,551.66
476607         548.11         883,099.77
476608         2693.55        885,793.32
476609         250.0          886,043.32
476610         1205.67        887,248.99
476611         1200.0         888,448.99
476612         1937.11        890,386.10
476613         500.0          890,886.10
476614         13000.0        903,886.10
476615         3000.0         906,886.10
476616         2304.21        909,190.31
476617         2000.0         911,190.31
476618         1540.0         912,730.31
476619         11605.15       924,335.46
476620         2672.27        927,007.73
476621         4100.0         931,107.73
476622         3000.0         934,107.73
476623         1420.0         935,527.73
476624         5000.0         940,527.73
476625         4200.0         944,727.73
476626         2558.89        947,286.62
476640         200.0          947,486.62
476641         1600.0         949,086.62
476658         3183.25        952,269.87
476681         520.78         952,790.65
476687         1070.0         953,860.65
476692         194.29         954,054.94
476695         2533.06        956,588.00
476697         205.68         956,793.68
476707         529.83         957,323.51
476709         4000.0         961,323.51
476723         7500.0         968,823.51
476738         2250.0         971,073.51
476744         11000.0        982,073.51
476753         17600.0        999,673.51
476761         3200.0         1,002,873.51
476772         198.34         1,003,071.85
476773         423.91         1,003,495.76
476774         4900.0         1,008,395.76
476777         6920.0         1,015,315.76
476780         650.0          1,015,965.76
476786         3425.06        1,019,390.82
476789         18000.0        1,037,390.82
476790         7920.0         1,045,310.82
476792         1.01           1,045,311.83
476793         169.77         1,045,481.60
476794         199.06         1,045,680.66
476795         2.61           1,045,683.27
476796         76.0           1,045,759.27
476797         20.0           1,045,779.27
476799         288.64         1,046,067.91
476800         60.0           1,046,127.91
476802         50.0           1,046,177.91
476803         69.31          1,046,247.22
476805         69.3           1,046,316.52
476806         26.15          1,046,342.67
476807         1.53           1,046,344.20
476809         50.0           1,046,394.20
476810         33.23          1,046,427.43
476812         64.05          1,046,491.48
476816         101.26         1,046,592.74
476817         20.63          1,046,613.37
476818         3.36           1,046,616.73
476820         55.41          1,046,672.14
476821         16.66          1,046,688.80
476823         82.8           1,046,771.60
476824         3.58           1,046,775.18
476825         1.25           1,046,776.43
476826         317.55         1,047,093.98
476829         7.28           1,047,101.26
476831         3.45           1,047,104.71
476834         650.0          1,047,754.71
476837         20.0           1,047,774.71
476839         4.43           1,047,779.14
476840         10.0           1,047,789.14
476841         236.3          1,048,025.44
476842         160.75         1,048,186.19
476846         7.05           1,048,193.24
476847         86.61          1,048,279.85
476848         5.0            1,048,284.85
476849         9.76           1,048,294.61
476850         86.84          1,048,381.45
476852         33.1           1,048,414.55
476853         50.0           1,048,464.55
476857         58.66          1,048,523.21
476860         247.06         1,048,770.27
476863         740.21         1,049,510.48
476864         223.42         1,049,733.90
476865         669.02         1,050,402.92
476866         171.01         1,050,573.93
476868         100.0          1,050,673.93
476870         135.01         1,050,808.94
476871         8.53           1,050,817.47
476872         243.16         1,051,060.63
476873         142.65         1,051,203.28
476876         200.0          1,051,403.28
476877         5500.0         1,056,903.28
476879         300.0          1,057,203.28
476881         35.0           1,057,238.28
476883         223.69         1,057,461.97
476884         525.0          1,057,986.97
476887         150.0          1,058,136.97
476888         50.0           1,058,186.97
476889         1500.0         1,059,686.97
476890         11981.27       1,071,668.24
476891         3299.29        1,074,967.53
476892         1580.58        1,076,548.11
476893         9000.0         1,085,548.11
476894         4000.0         1,089,548.11
476895         5341.03        1,094,889.14
476896         4609.06        1,099,498.20
476897         5908.59        1,105,406.79
476898         1610.0         1,107,016.79
476899         2700.0         1,109,716.79
476900         11000.0        1,120,716.79
476901         14232.33       1,134,949.12
476902         3000.0         1,137,949.12
476903         3000.0         1,140,949.12
476904         1000.0         1,141,949.12
476905         3738.0         1,145,687.12
476907         500.0          1,146,187.12
476908         1200.0         1,147,387.12
476909         1721.15        1,149,108.27
476910         2000.0         1,151,108.27
476911         14000.0        1,165,108.27
476912         5000.0         1,170,108.27
476913         6200.0         1,176,308.27
476914         4874.47        1,181,182.74
476915         12000.0        1,193,182.74
476916         19000.0        1,212,182.74
476917         6500.0         1,218,682.74
476918         8500.0         1,227,182.74
476919         615.31         1,227,798.05
476920         4581.19        1,232,379.24
476925         1348.36        1,233,727.60
476931         5000.0         1,238,727.60
476956         1624.63        1,240,352.23
476963         916.0          1,241,268.23
476966         900.0          1,242,168.23
476978         10837.14       1,253,005.37
476980         8808.52        1,261,813.89
476997         1400.0         1,263,213.89
477010         4841.75        1,268,055.64
477011         9270.0         1,277,325.64
477020         1045.21        1,278,370.85
477024         1803.97        1,280,174.82
477052         7000.0         1,287,174.82
477056         7000.0         1,294,174.82
477063         3500.0         1,297,674.82
477071         700.0          1,298,374.82
477073         1198.0         1,299,572.82
477079         12000.0        1,311,572.82
477095         4640.24        1,316,213.06
477097         3657.0         1,319,870.06
477104         589.29         1,320,459.35
477106         5143.93        1,325,603.28
477107         2420.0         1,328,023.28
477110         6148.11        1,334,171.39
477115         151.0          1,334,322.39
477116         66.05          1,334,388.44
477117         202.32         1,334,590.76
477118         406.37         1,334,997.13
477143         35.27          1,335,032.40
477144         75.0           1,335,107.40
477146         42.97          1,335,150.37
477148         4141.44        1,339,291.81
477149         962.0          1,340,253.81
477150         3982.0         1,344,235.81
477151         6000.0         1,350,235.81
477152         5000.0         1,355,235.81
477153         317.33         1,355,553.14
477154         1000.0         1,356,553.14
477155         3000.0         1,359,553.14
477156         365.0          1,359,918.14
477157         1910.0         1,361,828.14
477158         112.79         1,361,940.93
477159         4000.0         1,365,940.93
477160         1000.0         1,366,940.93
477161         5463.69        1,372,404.62
477162         12500.0        1,384,904.62
477163         15000.0        1,399,904.62
477164         4000.0         1,403,904.62
477165         500.0          1,404,404.62
477166         7800.0         1,412,204.62
477167         5669.66        1,417,874.28
477168         3557.57        1,421,431.85
477169         7150.2         1,428,582.05
477170         5203.49        1,433,785.54
477171         862.43         1,434,647.97
477172         3000.0         1,437,647.97
477173         3500.0         1,441,147.97
477174         7064.04        1,448,212.01
477175         2464.0         1,450,676.01
477176         5600.0         1,456,276.01
477177         2166.32        1,458,442.33
477178         4632.52        1,463,074.85
477179         1785.78        1,464,860.63
477180         1622.16        1,466,482.79
477181         3353.01        1,469,835.80
477182         6508.45        1,476,344.25
477183         3000.0         1,479,344.25
477184         1000.0         1,480,344.25
477186         7500.0         1,487,844.25
477187         4503.21        1,492,347.46
477188         1100.0         1,493,447.46
477190         7672.02        1,501,119.48
477191         7200.0         1,508,319.48
477192         7000.0         1,515,319.48
477193         1000.0         1,516,319.48
477195         1048.79        1,517,368.27
477196         4208.24        1,521,576.51
477197         4500.0         1,526,076.51
477198         3400.0         1,529,476.51
477199         4762.0         1,534,238.51
477200         2000.0         1,536,238.51
477201         9500.0         1,545,738.51
477202         2500.0         1,548,238.51
477203         2749.24        1,550,987.75
477204         900.0          1,551,887.75
477205         2442.12        1,554,329.87
477206         2000.0         1,556,329.87
477207         1500.0         1,557,829.87
477208         5000.0         1,562,829.87
477209         21000.0        1,583,829.87
477210         4500.0         1,588,329.87
477211         7402.72        1,595,732.59
477212         2389.34        1,598,121.93
477213         11900.0        1,610,021.93
477214         2705.73        1,612,727.66
477215         1240.0         1,613,967.66
477216         2400.0         1,616,367.66
477217         3000.0         1,619,367.66
477218         8600.0         1,627,967.66
477219         2600.0         1,630,567.66
477220         3555.75        1,634,123.41
477221         2616.46        1,636,739.87
477222         5000.0         1,641,739.87
477223         12129.93       1,653,869.80
477225         1890.89        1,655,760.69
477226         475.0          1,656,235.69
477227         382.45         1,656,618.14
477228         546.35         1,657,164.49
477229         805.03         1,657,969.52
477230         950.0          1,658,919.52
477231         1250.0         1,660,169.52
477232         4158.28        1,664,327.80
477253         4250.41        1,668,578.21
477255         4631.77        1,673,209.98
477256         447.6          1,673,657.58
477258         4127.36        1,677,784.94
477270         6146.38        1,683,931.32
477277         225.13         1,684,156.45
477299         1600.89        1,685,757.34
477311         300.0          1,686,057.34
477312         600.0          1,686,657.34
477331         4500.0         1,691,157.34
477344         569.0          1,691,726.34
477345         1217.0         1,692,943.34
477353         2614.43        1,695,557.77
477356         11820.0        1,707,377.77
477385         2835.9         1,710,213.67
477395         6700.0         1,716,913.67
477396         2600.0         1,719,513.67
477407         5000.0         1,724,513.67
477412         1105.0         1,725,618.67
477413         39.47          1,725,658.14
477417         1.67           1,725,659.81
477419         50.0           1,725,709.81
477423         61.64          1,725,771.45
477428         38.0           1,725,809.45
477430         160.0          1,725,969.45
477434         417.04         1,726,386.49
477437         20.0           1,726,406.49
477439         20.0           1,726,426.49
477443         165.0          1,726,591.49
477444         14.18          1,726,605.67
477445         31.0           1,726,636.67
477446         97.98          1,726,734.65
477452         2.48           1,726,737.13
477455         102.81         1,726,839.94
477457         56.29          1,726,896.23
477458         121.65         1,727,017.88
477460         15.0           1,727,032.88
477462         1.04           1,727,033.92
477463         1.32           1,727,035.24
477464         8.23           1,727,043.47
477467         15.0           1,727,058.47
477471         58.96          1,727,117.43
477472         1000.0         1,728,117.43
477473         200.0          1,728,317.43
477475         853.5          1,729,170.93
477476         50.0           1,729,220.93
477478         259.78         1,729,480.71
477479         100.0          1,729,580.71
477483         109.16         1,729,689.87
477495         86.81          1,729,776.68
477498         40.0           1,729,816.68
477508         483.19         1,730,299.87
477514         56.0           1,730,355.87
477515         6.43           1,730,362.30
477522         23.49          1,730,385.79
477527         16.88          1,730,402.67
477528         100.0          1,730,502.67
477529         190.0          1,730,692.67
477530         249.12         1,730,941.79
477531         49.76          1,730,991.55
477534         488.87         1,731,480.42
477535         35.86          1,731,516.28
477540         121.46         1,731,637.74
477541         270.0          1,731,907.74
477543         1.75           1,731,909.49
477546         56.0           1,731,965.49
477547         1.32           1,731,966.81
477558         490.57         1,732,457.38
477561         109.52         1,732,566.90
477562         100.0          1,732,666.90
477565         346.37         1,733,013.27
477566         14000.0        1,747,013.27
477567         1020.0         1,748,033.27
477568         6000.0         1,754,033.27
477569         750.0          1,754,783.27
477570         1500.0         1,756,283.27
477571         12000.0        1,768,283.27
477572         2835.61        1,771,118.88
477573         1534.79        1,772,653.67
477574         2185.08        1,774,838.75
477575         1649.97        1,776,488.72
477576         2700.0         1,779,188.72
477577         2389.5         1,781,578.22
477578         2861.0         1,784,439.22
477579         7050.0         1,791,489.22
477580         8811.13        1,800,300.35
477581         1200.0         1,801,500.35
477582         4000.0         1,805,500.35
477583         3966.21        1,809,466.56
477584         3800.0         1,813,266.56
477585         1650.0         1,814,916.56
477586         3641.0         1,818,557.56
477587         4000.0         1,822,557.56
477588         3084.0         1,825,641.56
477589         1450.0         1,827,091.56
477590         2000.0         1,829,091.56
477597         500.0          1,829,591.56
477600         3745.0         1,833,336.56
477607         1787.0         1,835,123.56
477610         6500.0         1,841,623.56
477622         4700.0         1,846,323.56
477628         119.05         1,846,442.61
477631         183.52         1,846,626.13
477632         682.77         1,847,308.90
477633         2000.0         1,849,308.90
477634         2900.0         1,852,208.90
477635         4000.0         1,856,208.90
477636         561.44         1,856,770.34
477637         781.68         1,857,552.02
477638         331.56         1,857,883.58
477639         3793.4         1,861,676.98
477640         1000.0         1,862,676.98
477641         4824.34        1,867,501.32
477642         100.0          1,867,601.32
477643         7000.0         1,874,601.32
477645         2593.78        1,877,195.10
477646         13675.82       1,890,870.92
477647         1479.97        1,892,350.89
477648         7025.0         1,899,375.89
477649         2821.61        1,902,197.50
477650         2500.0         1,904,697.50
477651         6932.72        1,911,630.22
477652         2800.0         1,914,430.22
477653         1046.0         1,915,476.22
477654         8119.11        1,923,595.33
477655         3000.0         1,926,595.33
477656         4500.0         1,931,095.33
477657         2354.94        1,933,450.27
477658         2481.01        1,935,931.28
477659         2000.0         1,937,931.28
477660         3700.0         1,941,631.28
477661         5200.0         1,946,831.28
477662         1200.0         1,948,031.28
477663         14500.0        1,962,531.28
477664         1564.0         1,964,095.28
477678         1000.13        1,965,095.41
477680         750.0          1,965,845.41
477695         804.08         1,966,649.49
477696         3139.0         1,969,788.49
477702         1197.48        1,970,985.97
477721         781.0          1,971,766.97
477725         300.0          1,972,066.97
477726         300.0          1,972,366.97
477741         408.0          1,972,774.97
477754         232.53         1,973,007.50
477757         1968.91        1,974,976.41
477784         2753.37        1,977,729.78
477796         2900.0         1,980,629.78
477800         200.0          1,980,829.78
477801         3000.0         1,983,829.78
477810         7658.8         1,991,488.58
477834         9000.0         2,000,488.58
477865         2102.36        2,002,590.94
477897         5400.0         2,007,990.94
477923         7400.0         2,015,390.94
477942         230.0          2,015,620.94
477945         6500.0         2,022,120.94
477948         500.0          2,022,620.94
477963         1815.0         2,024,435.94
477981         2800.0         2,027,235.94
477997         2000.0         2,029,235.94
478000         350.0          2,029,585.94
478005         4500.0         2,034,085.94
478006         7500.0         2,041,585.94
478033         2970.0         2,044,555.94
478054         3500.0         2,048,055.94
478068         5000.0         2,053,055.94
478080         271.0          2,053,326.94
478085         1526.0         2,054,852.94
478097         4000.0         2,058,852.94
478102         5000.0         2,063,852.94
478111         1300.0         2,065,152.94
478137         1723.52        2,066,876.46
478149         1696.96        2,068,573.42
478152         1238.0         2,069,811.42
478204         5400.0         2,075,211.42
478215         2000.0         2,077,211.42
478225         2770.0         2,079,981.42
478236         5000.0         2,084,981.42
478245         10390.0        2,095,371.42
478246         2222.0         2,097,593.42
478255         8000.0         2,105,593.42
478292         4900.0         2,110,493.42
478294         2200.0         2,112,693.42
478299         2500.0         2,115,193.42
